TransactionNo,Items,DateTime,DayType,Location,Date,Year,Month,Day,Hour,Month_Number,Day_Number
2369,Glazed Chocolate Cake,2016-01-12 09:09:02,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2369,Chocolate Iced Glazed,2016-01-12 09:09:02,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2370,Drinks,2016-01-12 09:10:07,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2371,Original Glazed,2016-01-12 09:47:34,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2371,Drinks,2016-01-12 09:47:34,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2371,Glazed Chocolate Cake,2016-01-12 09:47:34,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2371,Original Glazed,2016-01-12 09:47:34,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2372,Glazed Chocolate Cake,2016-01-12 10:13:39,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2372,Original Glazed,2016-01-12 10:13:39,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2373,Original Glazed,2016-01-12 10:40:18,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2373,Glazed Chocolate Cake,2016-01-12 10:40:18,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2373,Chocolate Iced Glazed,2016-01-12 10:40:18,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2373,Glazed Chocolate Cake,2016-01-12 10:40:18,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2374,Original Glazed,2016-01-12 10:46:43,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2374,Original Glazed,2016-01-12 10:46:43,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2374,Original Glazed,2016-01-12 10:46:43,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2375,Original Glazed,2016-01-12 10:48:45,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2375,Glazed Chocolate Cake,2016-01-12 10:48:45,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2376,Glazed Chocolate Cake,2016-01-12 10:49:40,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2377,Glazed Chocolate Cake,2016-01-12 10:53:20,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Morning,1,1
2378,Glazed Chocolate Cake,2016-01-12 10:54:54,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2378,Drinks,2016-01-12 10:54:54,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Morning,1,1
2379,Original Glazed,2016-01-12 11:04:54,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2380,Glazed Chocolate Cake,2016-01-12 11:13:54,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2381,Chocolate Iced Glazed,2016-01-12 11:22:51,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2382,Original Glazed,2016-01-12 11:32:51,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2383,Original Glazed,2016-01-12 11:44:44,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2383,Original Glazed,2016-01-12 11:44:44,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2384,Chocolate Iced Glazed,2016-01-12 11:45:35,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2385,Original Glazed,2016-01-12 12:05:24,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2385,Original Glazed,2016-01-12 12:05:24,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2385,Glazed Chocolate Cake,2016-01-12 12:05:24,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2385,Drinks,2016-01-12 12:05:24,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2386,Original Glazed,2016-01-12 12:06:05,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2386,Original Glazed,2016-01-12 12:06:05,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2387,Chocolate Iced Glazed,2016-01-12 12:10:28,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2388,Original Glazed,2016-01-12 12:23:19,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2389,Glazed Chocolate Cake,2016-01-12 12:38:39,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2390,Glazed Chocolate Cake,2016-01-12 12:50:35,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2391,Original Glazed,2016-01-12 13:08:05,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2391,Chocolate Iced Glazed,2016-01-12 13:08:05,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2391,Original Glazed,2016-01-12 13:08:05,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2392,Glazed Chocolate Cake,2016-01-12 13:11:44,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2392,Chocolate Iced Glazed,2016-01-12 13:11:44,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2392,Glazed Chocolate Cake,2016-01-12 13:11:44,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2392,Original Glazed,2016-01-12 13:11:44,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2393,Chocolate Iced Glazed,2016-01-12 13:16:00,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2395,Original Glazed,2016-01-12 13:39:24,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2396,Original Glazed,2016-01-12 13:45:42,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2396,Glazed Chocolate Cake,2016-01-12 13:45:42,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2397,Glazed Chocolate Cake,2016-01-12 13:54:25,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2397,Original Glazed,2016-01-12 13:54:25,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2397,Original Glazed,2016-01-12 13:54:25,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2398,Glazed Chocolate Cake,2016-01-12 13:56:13,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2398,Original Glazed,2016-01-12 13:56:13,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2399,Original Glazed,2016-01-12 14:00:28,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2400,Chocolate Iced Glazed,2016-01-12 14:05:58,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2400,Original Glazed,2016-01-12 14:05:58,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2401,Original Glazed,2016-01-12 14:09:04,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2402,Original Glazed,2016-01-12 14:25:13,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2402,Chocolate Iced Glazed,2016-01-12 14:25:13,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2403,Original Glazed,2016-01-12 14:26:38,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2404,Glazed Chocolate Cake,2016-01-12 14:29:44,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2404,Drinks,2016-01-12 14:29:44,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2406,Original Glazed,2016-01-12 14:32:07,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2407,Original Glazed,2016-01-12 14:40:47,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2407,Glazed Chocolate Cake,2016-01-12 14:40:47,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2407,Original Glazed,2016-01-12 14:40:47,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2408,Original Glazed,2016-01-12 14:54:33,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2408,Chocolate Iced Glazed,2016-01-12 14:54:33,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2409,Original Glazed,2016-01-12 14:57:02,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2410,Original Glazed,2016-01-12 15:07:05,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2412,Glazed Chocolate Cake,2016-01-12 15:25:36,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2413,Original Glazed,2016-01-12 15:41:58,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Afternoon,1,1
2414,Drinks,2016-01-12 16:04:30,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Evening,1,1
2414,Original Glazed,2016-01-12 16:04:30,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Evening,1,1
2414,Chocolate Iced Glazed,2016-01-12 16:04:30,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Evening,1,1
2415,Glazed Chocolate Cake,2016-01-12 16:26:13,Weekday,Vivo,2016-01-12,2016,January,Tuesday,Evening,1,1
2415,Original Glazed,2016-01-12 16:26:13,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Evening,1,1
2416,Chocolate Iced Glazed,2016-01-12 17:30:41,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Evening,1,1
2417,Glazed Chocolate Cake,2016-01-12 17:35:58,Weekday,Jurong,2016-01-12,2016,January,Tuesday,Evening,1,1
2418,Original Glazed,2016-02-12 08:17:26,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2418,Glazed Chocolate Cake,2016-02-12 08:17:26,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2419,Original Glazed,2016-02-12 08:28:14,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2420,Original Glazed,2016-02-12 08:31:42,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2421,Original Glazed,2016-02-12 08:36:55,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2422,Original Glazed,2016-02-12 08:54:09,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2422,Chocolate Iced Glazed,2016-02-12 08:54:09,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2423,Original Glazed,2016-02-12 08:59:08,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2424,Original Glazed,2016-02-12 09:08:59,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2425,Original Glazed,2016-02-12 09:10:00,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2426,Glazed Chocolate Cake,2016-02-12 09:11:28,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2427,Drinks,2016-02-12 09:16:46,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2427,Original Glazed,2016-02-12 09:16:46,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2428,Glazed Chocolate Cake,2016-02-12 09:19:46,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2428,Glazed Chocolate Cake,2016-02-12 09:19:46,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2429,Original Glazed,2016-02-12 09:20:31,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2430,Original Glazed,2016-02-12 09:22:48,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2430,Original Glazed,2016-02-12 09:22:48,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2431,Original Glazed,2016-02-12 09:24:14,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2432,Original Glazed,2016-02-12 09:30:19,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2433,Glazed Chocolate Cake,2016-02-12 09:42:36,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2433,Original Glazed,2016-02-12 09:42:36,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2434,Glazed Chocolate Cake,2016-02-12 09:43:03,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2434,Original Glazed,2016-02-12 09:43:03,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2435,Original Glazed,2016-02-12 09:59:58,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2435,Original Glazed,2016-02-12 09:59:58,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2435,Glazed Chocolate Cake,2016-02-12 09:59:58,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2436,Original Glazed,2016-02-12 10:18:44,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2436,Glazed Chocolate Cake,2016-02-12 10:18:44,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2437,Glazed Chocolate Cake,2016-02-12 10:25:04,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2437,Original Glazed,2016-02-12 10:25:04,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2438,Original Glazed,2016-02-12 10:35:22,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2439,Original Glazed,2016-02-12 10:36:35,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2440,Original Glazed,2016-02-12 10:38:59,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2440,Original Glazed,2016-02-12 10:38:59,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2440,Glazed Chocolate Cake,2016-02-12 10:38:59,Weekday,Vivo,2016-02-12,2016,February,Friday,Morning,2,4
2440,Glazed Chocolate Cake,2016-02-12 10:38:59,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2440,Chocolate Iced Glazed,2016-02-12 10:38:59,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2441,Original Glazed,2016-02-12 10:41:47,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2441,Chocolate Iced Glazed,2016-02-12 10:41:47,Weekday,Jurong,2016-02-12,2016,February,Friday,Morning,2,4
2442,Original Glazed,2016-02-12 11:00:14,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2442,Original Glazed,2016-02-12 11:00:14,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2443,Original Glazed,2016-02-12 11:04:33,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2444,Original Glazed,2016-02-12 11:14:50,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2445,Chocolate Iced Glazed,2016-02-12 11:22:47,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2446,Drinks,2016-02-12 11:25:58,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2446,Drinks,2016-02-12 11:25:58,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2447,Glazed Chocolate Cake,2016-02-12 11:32:37,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2447,Glazed Chocolate Cake,2016-02-12 11:32:37,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2448,Glazed Chocolate Cake,2016-02-12 12:05:55,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2448,Original Glazed,2016-02-12 12:05:55,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2449,Original Glazed,2016-02-12 12:24:09,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2449,Glazed Chocolate Cake,2016-02-12 12:24:09,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2450,Original Glazed,2016-02-12 12:37:46,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2450,Glazed Chocolate Cake,2016-02-12 12:37:46,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2450,Chocolate Iced Glazed,2016-02-12 12:37:46,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2451,Glazed Chocolate Cake,2016-02-12 12:52:32,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2451,Chocolate Iced Glazed,2016-02-12 12:52:32,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2451,Glazed Chocolate Cake,2016-02-12 12:52:32,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2452,Glazed Chocolate Cake,2016-02-12 12:59:29,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2452,Drinks,2016-02-12 12:59:29,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2453,Glazed Chocolate Cake,2016-02-12 13:01:00,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2453,Original Glazed,2016-02-12 13:01:00,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2454,Glazed Chocolate Cake,2016-02-12 13:02:08,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2457,Original Glazed,2016-02-12 13:06:05,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2458,Glazed Chocolate Cake,2016-02-12 13:18:20,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2458,Glazed Chocolate Cake,2016-02-12 13:18:20,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2458,Original Glazed,2016-02-12 13:18:20,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2459,Glazed Chocolate Cake,2016-02-12 13:21:28,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2459,Chocolate Iced Glazed,2016-02-12 13:21:28,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2460,Glazed Chocolate Cake,2016-02-12 13:22:16,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2460,Chocolate Iced Glazed,2016-02-12 13:22:16,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2461,Glazed Chocolate Cake,2016-02-12 13:24:26,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2462,Glazed Chocolate Cake,2016-02-12 13:35:49,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2462,Drinks,2016-02-12 13:35:49,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2463,Drinks,2016-02-12 13:37:59,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2464,Original Glazed,2016-02-12 13:40:42,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2464,Chocolate Iced Glazed,2016-02-12 13:40:42,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2466,Original Glazed,2016-02-12 13:57:23,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2467,Original Glazed,2016-02-12 14:01:58,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2468,Original Glazed,2016-02-12 14:05:12,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2469,Original Glazed,2016-02-12 14:08:33,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2469,Chocolate Iced Glazed,2016-02-12 14:08:33,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2470,Original Glazed,2016-02-12 14:30:37,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2470,Glazed Chocolate Cake,2016-02-12 14:30:37,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2471,Original Glazed,2016-02-12 14:45:29,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2471,Drinks,2016-02-12 14:45:29,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2472,Original Glazed,2016-02-12 14:47:03,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2472,Glazed Chocolate Cake,2016-02-12 14:47:03,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2473,Chocolate Iced Glazed,2016-02-12 14:48:29,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2474,Chocolate Iced Glazed,2016-02-12 15:26:21,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2475,Chocolate Iced Glazed,2016-02-12 15:33:04,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2475,Original Glazed,2016-02-12 15:33:04,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2476,Drinks,2016-02-12 15:42:05,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2477,Drinks,2016-02-12 15:52:51,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2477,Drinks,2016-02-12 15:52:51,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2477,Glazed Chocolate Cake,2016-02-12 15:52:51,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2477,Chocolate Iced Glazed,2016-02-12 15:52:51,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2478,Original Glazed,2016-02-12 15:55:18,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2478,Glazed Chocolate Cake,2016-02-12 15:55:18,Weekday,Vivo,2016-02-12,2016,February,Friday,Afternoon,2,4
2478,Drinks,2016-02-12 15:55:18,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2479,Original Glazed,2016-02-12 15:55:39,Weekday,Jurong,2016-02-12,2016,February,Friday,Afternoon,2,4
2481,Original Glazed,2016-02-12 16:51:43,Weekday,Vivo,2016-02-12,2016,February,Friday,Evening,2,4
2482,Original Glazed,2016-02-12 18:09:38,Weekday,Jurong,2016-02-12,2016,February,Friday,Evening,2,4
2486,Chocolate Iced Glazed,2016-03-12 08:30:02,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2486,Original Glazed,2016-03-12 08:30:02,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2486,Glazed Chocolate Cake,2016-03-12 08:30:02,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2487,Original Glazed,2016-03-12 09:14:38,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2487,Original Glazed,2016-03-12 09:14:38,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2487,Glazed Chocolate Cake,2016-03-12 09:14:38,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2488,Original Glazed,2016-03-12 09:33:13,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2488,Glazed Chocolate Cake,2016-03-12 09:33:13,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2489,Glazed Chocolate Cake,2016-03-12 09:35:23,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2489,Original Glazed,2016-03-12 09:35:23,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2490,Original Glazed,2016-03-12 09:39:27,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2491,Chocolate Iced Glazed,2016-03-12 09:43:05,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2492,Drinks,2016-03-12 09:45:51,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2492,Drinks,2016-03-12 09:45:51,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2492,Original Glazed,2016-03-12 09:45:51,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2492,Original Glazed,2016-03-12 09:45:51,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2493,Chocolate Iced Glazed,2016-03-12 09:54:59,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2493,Glazed Chocolate Cake,2016-03-12 09:54:59,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2493,Glazed Chocolate Cake,2016-03-12 09:54:59,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2493,Drinks,2016-03-12 09:54:59,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2493,Original Glazed,2016-03-12 09:54:59,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2494,Original Glazed,2016-03-12 09:57:25,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2495,Original Glazed,2016-03-12 10:01:51,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2495,Original Glazed,2016-03-12 10:01:51,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2495,Original Glazed,2016-03-12 10:01:51,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2496,Original Glazed,2016-03-12 10:03:48,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2496,Glazed Chocolate Cake,2016-03-12 10:03:48,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2497,Original Glazed,2016-03-12 10:06:01,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2498,Original Glazed,2016-03-12 10:07:11,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2498,Glazed Chocolate Cake,2016-03-12 10:07:11,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2498,Glazed Chocolate Cake,2016-03-12 10:07:11,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2499,Original Glazed,2016-03-12 10:08:42,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2499,Glazed Chocolate Cake,2016-03-12 10:08:42,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2500,Original Glazed,2016-03-12 10:10:27,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2500,Drinks,2016-03-12 10:10:27,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2501,Original Glazed,2016-03-12 10:12:03,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2502,Original Glazed,2016-03-12 10:18:56,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2503,Original Glazed,2016-03-12 10:38:35,Weekend,Vivo,2016-03-12,2016,March,Saturday,Morning,3,5
2503,Glazed Chocolate Cake,2016-03-12 10:38:35,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2504,Original Glazed,2016-03-12 10:45:49,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2504,Original Glazed,2016-03-12 10:45:49,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
2505,Original Glazed,2016-03-12 10:49:34,Weekend,Jurong,2016-03-12,2016,March,Saturday,Morning,3,5
